subID,part,block,trial,number,font_size,resp_RT
1,pre,0,157,1,94,0.325870053
1,pre,0,158,4,48,0.343606188
1,pre,0,159,2,120,0.462393841
1,pre,0,160,5,48,0.472073824
1,post,1,1,7,48,0.708105085
1,post,1,2,0,48,0.54268209
1,post,1,3,3,72,0.394810313
1,post,1,4,4,100,0.486463673
1,post,1,5,7,48,0.388927946
1,post,1,6,6,120,0.366037463
1,post,1,7,8,94,0.408515974
1,post,1,8,9,72,0.437738785
1,post,1,9,1,72,0.436680315
1,post,1,10,8,72,0.405960374
1,post,1,11,6,72,0.396199233
1,post,1,12,5,48,0.425204939
1,post,1,13,3,72,0.393237504
1,post,1,14,4,94,0.402528137
1,post,1,15,1,120,0.320101375
1,post,1,16,7,120,0.347761307
1,post,1,17,1,48,0.391501695
1,post,1,18,5,48,0.438122313
1,post,1,19,7,100,0.386393234
1,post,1,20,8,94,0.429877137
1,post,1,21,1,48,0.394255566
1,post,1,22,7,100,0.389998058
1,post,1,23,2,120,0.432145776
1,post,1,24,3,72,NaN
1,post,1,25,1,120,0.375548283
1,post,1,26,7,72,0.453558647
1,post,1,27,1,48,0.628641765
1,post,1,28,9,48,0.480401184
1,post,1,29,7,48,0.429943228
1,post,1,30,0,100,0.42591344
1,post,1,31,7,120,0.467332111
1,post,1,32,7,72,0.432945022
1,post,1,33,5,100,0.445574065
1,post,1,34,9,120,0.454430832
1,post,1,35,7,94,0.417607652
1,post,1,36,2,94,0.431598564
1,post,1,37,2,94,0.424612867
1,post,1,38,9,48,0.55020952
1,post,1,39,1,72,0.467999862
1,post,1,40,8,94,0.447499926
1,post,1,41,5,120,0.538656411
1,post,1,42,6,48,0.58287621
1,post,1,43,5,94,0.482956442
1,post,1,44,4,94,0.49598682
1,post,1,45,3,100,NaN
1,post,1,46,7,48,0.377384083
1,post,1,47,9,48,0.390931539
1,post,1,48,9,72,0.435042443
1,post,1,49,2,120,0.412973123
1,post,1,50,8,120,0.408707396
1,post,1,51,1,48,0.390224409
1,post,1,52,8,72,0.40403828
1,post,1,53,5,120,0.415426677
1,post,1,54,1,94,0.428194406
1,post,1,55,9,48,0.361816254
1,post,1,56,6,48,0.358860345
1,post,1,57,9,48,0.341695394
1,post,1,58,3,120,0.352442408
1,post,1,59,0,72,0.396143759
1,post,1,60,9,94,0.375376722
1,post,1,61,6,100,0.450688348
1,post,1,62,2,100,0.445080272
1,post,1,63,1,120,0.409324466
1,post,1,64,1,120,0.468878895
1,post,1,65,6,72,0.387201725
1,post,1,66,0,94,0.334145021
1,post,1,67,2,48,0.380849878
1,post,1,68,2,100,0.360973861
1,post,1,69,0,120,0.404692333
1,post,1,70,4,120,0.400557075
1,post,1,71,3,48,0.571036482
1,post,1,72,6,120,0.393912445
1,post,1,73,0,48,0.406870912
1,post,1,74,4,120,0.40197476
1,post,1,75,6,72,0.385094374
1,post,1,76,0,72,0.36484921
1,post,1,77,7,120,0.536526116
1,post,1,78,9,48,0.630052259
1,post,1,79,3,120,0.32592861
1,post,1,80,9,72,0.412814575
1,post,1,81,1,120,0.425072074
1,post,1,82,9,48,0.40425196
1,post,1,83,9,48,0.418687353
1,post,1,84,9,100,0.350531272
1,post,1,85,9,100,0.393648769
1,post,1,86,4,100,0.407291765
1,post,1,87,0,48,0.419624601
1,post,1,88,5,100,0.367313722
1,post,1,89,0,120,0.508196379
1,post,1,90,1,72,0.61709756
1,post,1,91,3,120,0.43556911
1,post,1,92,5,94,0.398509307
1,post,1,93,0,120,0.473245982
1,post,1,94,6,100,0.469286736
1,post,1,95,7,94,0.41609614
1,post,1,96,7,120,0.46124531
1,post,1,97,6,48,0.427678355
1,post,1,98,5,72,0.471689953
1,post,1,99,9,48,0.453396332
1,post,1,100,7,48,0.482989659
1,post,1,101,9,48,0.447325626
1,post,1,102,8,120,0.45995638
1,post,1,103,9,100,0.48780705
1,post,1,104,9,72,0.533028474
1,post,1,105,0,94,0.46392316
1,post,1,106,6,100,0.477523694
1,post,1,107,6,120,0.424616634
1,post,1,108,0,94,0.442463718
1,post,1,109,2,72,0.434141151
1,post,1,110,3,72,0.394018258
1,post,1,111,8,48,0.443991668
1,post,1,112,2,94,0.423358182
1,post,1,113,7,72,0.451834481
1,post,1,114,5,120,0.383581833
1,post,1,115,5,100,0.410942819
1,post,1,116,8,120,0.40496183
1,post,1,117,9,48,0.404904644
1,post,1,118,7,100,0.446565417
1,post,1,119,2,72,0.445794936
1,post,1,120,6,72,0.57070158
1,post,1,121,4,100,0.550812207
1,post,1,122,0,94,0.434619535
1,post,1,123,6,48,0.399424981
1,post,1,124,1,72,0.427821494
1,post,1,125,3,120,NaN
1,post,1,126,6,72,0.357427593
1,post,1,127,4,48,0.435136956
1,post,1,128,6,72,0.350196712
1,post,1,129,8,72,0.26760832
1,post,1,130,5,48,0.394446303
1,post,1,131,6,94,0.372550597
1,post,1,132,9,94,0.449608304
1,post,1,133,3,120,0.442362015
1,post,1,134,8,94,0.503735122
1,post,1,135,7,48,0.40524434
1,post,1,136,2,94,0.338123786
1,post,1,137,8,100,0.430887324
1,post,1,138,1,72,0.411417778
1,post,1,139,2,72,0.395018514
1,post,1,140,3,94,0.382775739
1,post,1,141,5,94,0.387411296
1,post,1,142,8,100,0.381894993
1,post,1,143,5,72,0.427347904
1,post,1,144,4,120,0.470400339
1,post,1,145,2,120,0.417102217
1,post,1,146,8,94,0.589905738
1,post,1,147,6,94,0.472880603
1,post,1,148,6,72,0.470401023
1,post,1,149,1,100,0.495974835
1,post,1,150,2,100,0.479408805
1,post,1,151,8,48,0.508717567
1,post,1,152,1,72,0.553828384
1,post,1,153,4,94,0.50071689
1,post,1,154,5,48,0.468622068
1,post,1,155,9,100,0.399910213
1,post,1,156,5,48,0.415054791
1,post,1,157,9,100,0.554583113
1,post,1,158,5,94,0.438506527
1,post,1,159,2,72,0.357339587
1,post,1,160,9,120,0.367380155
